Image,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,Label
10_1.jpg,123.81329799080126,835.5510597409323,127.0,140.0,-0.7275102964885878,4.022220747252888,0.011044436875807978,4.746815345192647,0.0,233.0,0.09101952578972501,86.0,108.0,142.0,156.0,70.0,dry
10_10.jpg,120.16506414911643,938.3657353807247,123.0,122.0,-0.7949590021274854,3.8775361204948537,0.01027907576564909,4.797146304702249,0.0,249.0,0.09229418371255424,79.0,103.0,141.0,155.0,76.0,dry
10_11.jpg,121.05730428467683,909.970167904966,124.0,122.0,-0.8230496939486438,3.9829624189667814,0.010512494209694233,4.779266438941192,0.0,231.0,0.0919855996419173,81.0,105.0,141.0,155.0,74.0,dry
10_12.jpg,116.49161897845559,908.5080154844497,120.0,122.0,-0.8370774020783128,3.80010835626495,0.010483776510048766,4.771626720768046,0.0,214.0,0.0940363885931509,76.0,100.0,137.0,150.0,74.0,dry
10_13.jpg,121.3729174534011,990.611633245094,125.0,140.0,-0.6993026975432262,3.6806707725345156,0.009823894172694901,4.82755865691387,0.0,255.0,0.09211560636491609,79.0,103.0,142.0,158.0,79.0,dry
10_14.jpg,120.81954199951585,972.7339805429251,124.0,150.0,-0.7909302199634832,3.5134793360558785,0.010015076366170819,4.8031609679578535,0.0,229.0,0.09216661925191427,78.0,102.0,144.0,156.0,78.0,dry
10_15.jpg,119.108484144275,1040.322381304549,122.0,130.0,-0.6624421960405131,3.4690492340471444,0.00949753612380218,4.861691208181478,0.0,232.0,0.09273362092164751,75.0,100.0,141.0,157.0,82.0,dry
10_16.jpg,121.50124279835391,1091.3520982920584,126.0,130.0,-0.7738530135625064,3.522841472817398,0.009467465428541818,4.866239107841909,0.0,242.0,0.09238565714879995,76.0,102.0,145.0,159.0,83.0,dry
10_17.jpg,119.49653933672235,1110.8012848521641,122.0,122.0,-0.49098502791216275,3.135196135969004,0.00892772844698038,4.90905599657918,0.0,249.0,0.09243247610764008,75.0,99.0,143.0,158.0,83.0,dry
10_18.jpg,121.4604144274994,1027.9691705329165,124.0,140.0,-0.5067653156834729,3.299741108437994,0.009371173173695816,4.871154081271491,0.0,241.0,0.09168031229060988,79.0,101.0,143.0,159.0,80.0,dry
