Image,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,Label
10_56.jpg,115.98985766158314,1288.815504177691,122.0,140.0,-0.5388035849719944,2.550710948595937,0.008465175688409857,4.941244469091536,0.0,233.0,0.09522695552755714,62.0,90.0,143.0,156.0,94.0,dry
10_57.jpg,113.8516610990075,1040.3806370391171,120.0,130.0,-0.6295936547096559,2.857741386978172,0.009491383904787072,4.8405601303425705,0.0,224.0,0.09621687592750298,67.0,92.0,137.0,150.0,83.0,dry
10_58.jpg,116.51294504962479,1328.2410769425187,121.0,140.0,-0.47394483806831506,2.654744327077698,0.008031096369498072,4.979774472021323,0.0,255.0,0.09441011035567694,64.0,91.0,144.0,159.0,95.0,dry
10_59.jpg,113.40212878237715,1117.8969086516486,117.0,130.0,-0.4412572187758068,2.7845160386221695,0.008758472435859243,4.90972282480753,0.0,241.0,0.09538316381299618,65.0,91.0,138.0,152.0,87.0,dry
10_6.jpg,117.68563059791819,1036.869657939921,121.0,140.0,-0.4852600745112483,2.8510943938047264,0.009085389934733124,4.869220351879575,0.0,240.0,0.09346935512953428,73.0,95.0,141.0,155.0,82.0,dry
10_60.jpg,118.83181941418542,1188.0100263885035,122.0,122.0,-0.5227930718541012,2.9269183474000955,0.008601861086221222,4.931925560804746,0.0,244.0,0.09294952371880232,69.0,98.0,143.0,161.0,92.0,dry
10_61.jpg,118.65402759622367,1075.6449305201404,122.0,122.0,-0.5612410776532071,2.939866255819981,0.008985074008033101,4.879321004090023,0.0,229.0,0.09308879977318861,73.0,97.0,143.0,157.0,84.0,dry
10_62.jpg,119.55755313483418,1115.8845036346702,125.0,140.0,-0.5925730597828385,2.8761181739359065,0.009058012748194991,4.886612550811581,0.0,235.0,0.09351429160556696,70.0,98.0,144.0,157.0,87.0,dry
10_63.jpg,121.19434471072378,1169.8535433446846,125.0,140.0,-0.5944935756598051,3.1418024552067636,0.00874927953764984,4.924666700665295,0.0,229.0,0.09225133329599715,74.0,100.0,145.0,161.0,87.0,dry
10_64.jpg,120.78706995884775,1090.457684172483,124.0,122.0,-0.5628344876543816,3.0422193401890634,0.009019235749841452,4.890290459577483,0.0,239.0,0.09219139705478348,74.0,100.0,144.0,160.0,86.0,dry
10_65.jpg,113.38168094892278,1072.6654932944327,117.0,122.0,-0.5177251578899883,3.110833113824337,0.009319211890939682,4.882910993066769,0.0,238.0,0.09540036570162296,66.0,94.0,135.0,151.0,85.0,dry
10_66.jpg,117.44567417090293,1115.0390892222342,119.0,122.0,-0.33570001898487406,2.8612632472014345,0.008554060600072863,4.9239195879954885,0.0,228.0,0.09288304734631374,73.0,95.0,141.0,159.0,86.0,dry
10_67.jpg,120.18755410312272,1148.904331135215,124.0,140.0,-0.49796809756724947,2.9711996265318827,0.008726049462293384,4.922610402164969,0.0,238.0,0.09265126334217262,73.0,98.0,144.0,160.0,87.0,dry
10_68.jpg,119.88216896635197,1340.1923143138474,123.0,122.0,-0.41597961987419463,2.900547086163773,0.008187246112005626,4.998004679062622,0.0,247.0,0.0925119774027634,66.0,98.0,144.0,165.0,99.0,dry
10_69.jpg,119.75490728637135,1043.0003029992745,123.0,140.0,-0.5069219216312539,2.9891372423133986,0.009157318505462688,4.873668560352278,0.0,249.0,0.09261028844428466,74.0,98.0,143.0,157.0,83.0,dry
10_7.jpg,118.22185959816025,1112.9796868171125,122.0,122.0,-0.6096707430361601,3.2236774976634015,0.009027119204090724,4.899611930715547,0.0,251.0,0.0934290921723849,72.0,98.0,141.0,157.0,85.0,dry
