Image,GLRLM_ShortRunEmphasis,GLRLM_LongRunEmphasis,GLRLM_GrayLevelNo-Uniformity,GLRLM_RunLengthNonUniformity,GLRLM_RunPercentage,GLRLM_LowGrayLevelRunEmphasis,GLRLM_HighGrayLevelRunEmphasis,GLRLM_Short owGrayLevelEmphasis,GLRLM_ShortRunHighGrayLevelEmphasis,GLRLM_LongRunLowGrayLevelEmphasis,GLRLM_LongRunHighGrayLevelEmphasis,Label
48_17.jpg,0.9248450639596046,1.4367042119724056,13909.856612819776,1522990.9743231707,3.7791819852941178,664724156547.5986,14859.478679405926,664724156547.5986,13649.321648313313,1.0,22066.567266285285,wet
48_18.jpg,0.9191499254359184,1.474626899654237,14034.8121043422,1488053.8782689238,3.746470588235294,426651429454.24976,14008.976087676483,426651429454.24976,12778.983882515557,1.0,21433.09219248124,wet
48_19.jpg,0.9258239728700752,1.4269291725073123,13111.17343420139,1529380.8119731583,3.7860033700980393,232058842434.72656,14843.754117448017,232058842434.72656,13662.484950174969,1.0,21786.151551106694,wet
48_2.jpg,0.9262413143408526,1.4212997297639733,12469.487785514984,1532459.1511550744,3.7896497140522873,694039459421.3118,14107.137175809585,694039459421.3118,12972.53335773186,1.0,20732.09988341578,wet
48_20.jpg,0.9272138734738852,1.4118726404983248,14804.653254009108,1539185.9529972596,3.7969653799019607,563401591258.017,14222.735905666901,563401591258.017,13096.485876729315,1.0,20771.613239446804,wet
48_21.jpg,0.933368024730056,1.3645729394322776,13832.798396872115,1579863.6189303796,3.8365083741830066,380510942631.55066,14241.035929507458,380510942631.55066,13209.425908285253,1.0,20041.30818159794,wet
48_22.jpg,0.9297789150092652,1.4000372207375436,13068.21847023608,1554951.2414128513,3.810124591503268,582714159213.8336,14856.989359635982,582714159213.8336,13715.924185046508,1.0,21601.162143072943,wet
48_23.jpg,0.9273791340366948,1.4102729417914608,13534.37348785067,1540394.655944143,3.798115808823529,396651484278.0712,14160.998278229756,396651484278.0712,13049.16660450357,1.0,20572.057513269676,wet
48_24.jpg,0.92629554923377,1.4138272015495907,13134.844105646742,1533969.782146629,3.7931352124183007,613861710759.7656,14093.380752070272,613861710759.7656,12976.687277448213,1.0,20466.43157670646,wet
48_25.jpg,0.9276195260011025,1.4180174428245549,13386.228852767083,1540604.4187508528,3.7959451593137254,291818172332.4631,15163.301516706206,291818172332.4631,13972.88229118483,1.0,22269.79468756229,wet
48_26.jpg,0.9285688030320941,1.4075381172145573,12988.299708410688,1547159.737321889,3.803096915849673,537072219746.4177,14767.266390575534,537072219746.4177,13608.974872960114,1.0,21666.17651886204,wet
48_27.jpg,0.928792887507925,1.4007894248794472,12704.480628508387,1549376.803992758,3.8063883782679744,483009011621.2758,14354.060351260234,483009011621.2758,13254.974576157407,1.0,20673.485540848862,wet
48_28.jpg,0.9265380882257283,1.417873574009874,13246.351175209184,1534742.6143629006,3.7922120098039214,280079097989.1027,14489.333352588828,280079097989.1027,13367.888444856304,1.0,20978.731086876825,wet
48_29.jpg,0.9292260415626946,1.4050983514208963,12443.54047212645,1551305.038361625,3.806438929738562,203919383422.89868,15589.15060891042,203919383422.89868,14425.000408299775,1.0,22352.177618728536,wet
48_3.jpg,0.9279853979148122,1.4073133632555537,12636.920408031838,1543884.5747805552,3.8010840482026143,239090116932.8965,15590.66734207447,239090116932.8965,14402.950041106402,1.0,22348.71404795892,wet
48_30.jpg,0.9263176298883373,1.4137026334998624,13552.427936069575,1534164.278213925,3.7932199754901963,783281130936.1676,14697.614596143323,783281130936.1676,13540.659754333155,1.0,21278.39755666804,wet
48_31.jpg,0.9274048996883968,1.4189711909118619,13235.858797485114,1539173.5726754703,3.7947906454248366,426723762311.95404,14851.56086625015,426723762311.95404,13684.148556942508,1.0,21716.16995861061,wet
